,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time
196,0.091,0.232,0.371,0.2,0.3,26.922,15.513,680,0.041
197,0.09,0.226,0.373,0.2,0.3,24.055,16.925,680,0.045
198,0.093,0.228,0.379,0.2,0.3,20.993,19.15,680,0.044
199,0.092,0.226,0.373,0.2,0.3,22.966,17.516,680,0.041
200,0.094,0.232,0.376,0.2,0.3,33.072,13.102,677,0.041
201,0.094,0.232,0.384,0.2,0.3,32.237,13.256,677,0.041
202,0.094,0.23,0.373,0.2,0.3,32.202,13.295,676,0.044
203,0.093,0.232,0.371,0.2,0.3,33.471,12.959,676,0.041
204,0.094,0.227,0.373,0.2,0.3,33.877,12.812,676,0.042
205,0.094,0.228,0.37,0.2,0.3,34.882,12.602,677,0.043
206,0.094,0.228,0.379,0.2,0.3,32.092,13.204,677,0.043
207,0.09,0.23,0.371,0.2,0.3,34.959,12.601,677,0.041
208,0.093,0.232,0.379,0.2,0.3,34.646,12.627,676,0.041
209,0.09,0.228,0.379,0.2,0.3,33.734,12.881,676,0.042
210,0.093,0.23,0.376,0.2,0.3,31.993,13.214,677,0.045
211,0.094,0.232,0.376,0.2,0.3,34.524,12.632,676,0.042
212,0.092,0.226,0.371,0.2,0.3,34.082,12.803,677,0.042
213,0.094,0.232,0.371,0.2,0.3,34.997,12.601,677,0.043
214,0.09,0.226,0.373,0.2,0.3,34.959,12.601,677,0.043
215,0.092,0.232,0.376,0.2,0.3,34.778,12.603,676,0.041
216,0.094,0.228,0.373,0.2,0.3,33.877,12.812,677,0.041
217,0.091,0.226,0.371,0.2,0.3,32.228,13.201,677,0.045
218,0.092,0.224,0.376,0.2,0.3,31.993,13.214,677,0.043
219,0.092,0.23,0.376,0.2,0.3,34.695,12.61,676,0.041
220,0.094,0.229,0.373,0.2,0.3,33.183,13.072,677,0.041
221,0.094,0.228,0.373,0.2,0.3,32.205,13.265,677,0.041
222,0.096,0.232,0.373,0.2,0.3,32.237,13.256,677,0.044
223,0.088,0.226,0.371,0.2,0.3,34.695,12.61,677,0.043
224,0.094,0.232,0.371,0.2,0.3,34.882,12.602,676,0.041
225,0.09,0.232,0.379,0.2,0.3,33.471,12.959,677,0.041
226,0.094,0.228,0.368,0.2,0.3,32.742,13.124,677,0.043
227,0.093,0.229,0.379,0.2,0.3,35.257,12.601,677,0.041
228,0.096,0.229,0.368,0.2,0.3,32.237,13.256,677,0.041
229,0.094,0.23,0.376,0.2,0.3,33.877,12.812,677,0.043
230,0.091,0.228,0.373,0.2,0.3,34.959,12.601,677,0.042
231,0.096,0.226,0.368,0.2,0.3,34.666,12.671,676,0.041
232,0.094,0.228,0.368,0.2,0.3,32.742,13.124,677,0.043
233,0.094,0.229,0.373,0.2,0.3,35.257,12.601,677,0.041
234,0.088,0.226,0.368,0.2,0.3,34.646,12.627,676,0.041
235,0.09,0.224,0.371,0.2,0.3,33.471,12.959,678,0.041
236,0.09,0.224,0.371,0.2,0.3,33.589,12.907,678,0.041
237,0.09,0.23,0.368,0.2,0.3,33.341,13.01,677,0.041
238,0.091,0.228,0.373,0.2,0.3,34.959,12.601,677,0.041
239,0.094,0.234,0.373,0.2,0.3,34.646,12.627,677,0.041
240,0.09,0.227,0.371,0.2,0.3,32.948,13.105,678,0.041
241,0.093,0.228,0.373,0.2,0.3,32.742,13.124,677,0.041
242,0.094,0.226,0.376,0.2,0.3,32.205,13.265,677,0.043
243,0.094,0.229,0.373,0.2,0.3,33.183,13.072,677,0.041
244,0.092,0.227,0.373,0.2,0.3,32.092,13.204,677,0.041
245,0.091,0.228,0.373,0.2,0.3,32.191,13.202,678,0.045
246,0.094,0.23,0.371,0.2,0.3,35.257,12.601,678,0.045
247,0.09,0.226,0.368,0.2,0.3,32.202,13.295,677,0.043
248,0.092,0.232,0.371,0.2,0.3,34.082,12.803,677,0.043
249,0.094,0.232,0.373,0.2,0.3,32.092,13.204,678,0.041
250,0.109,0.226,0.373,0.2,0.3,20.703,16.249,679,0.042
251,0.114,0.222,0.368,0.2,0.3,20.703,16.249,679,0.043
252,0.099,0.224,0.368,0.2,0.3,21.613,16.871,679,0.041
253,0.114,0.222,0.368,0.2,0.3,20.703,16.249,679,0.043
254,0.102,0.226,0.379,0.2,0.3,21.812,17.026,680,0.041
255,0.11,0.226,0.373,0.2,0.3,21.686,16.897,680,0.043
256,0.098,0.227,0.379,0.2,0.3,21.739,16.934,680,0.041
257,0.091,0.226,0.373,0.2,0.3,20.645,17.464,680,0.043
258,0.098,0.23,0.379,0.2,0.3,21.753,17.091,679,0.045
259,0.106,0.226,0.371,0.2,0.3,20.914,16.495,680,0.041
260,0.098,0.229,0.379,0.2,0.3,21.753,17.091,680,0.041
261,0.101,0.228,0.376,0.2,0.3,20.858,17.499,680,0.041
262,0.116,0.22,0.373,0.2,0.3,20.342,15.943,679,0.043
263,0.098,0.226,0.379,0.2,0.3,20.92,16.399,681,0.041
264,0.094,0.222,0.368,0.2,0.3,20.634,16.198,679,0.041
265,0.094,0.226,0.371,0.2,0.3,21.089,17.49,680,0.041
266,0.102,0.224,0.371,0.2,0.3,21.127,16.695,678,0.041
267,0.086,0.222,0.368,0.2,0.3,20.92,16.399,680,0.045
268,0.096,0.232,0.368,0.2,0.3,20.949,17.497,680,0.041
269,0.107,0.222,0.373,0.2,0.3,21.073,16.557,680,0.041
270,0.099,0.224,0.376,0.2,0.3,21.481,17.339,680,0.041
271,0.094,0.23,0.376,0.2,0.3,21.908,17.098,680,0.041
272,0.11,0.228,0.373,0.2,0.3,21.613,16.871,679,0.043
273,0.094,0.232,0.373,0.2,0.3,20.457,17.423,680,0.045
274,0.098,0.23,0.376,0.2,0.3,20.949,17.497,680,0.043
275,0.118,0.224,0.371,0.2,0.3,20.914,16.495,679,0.041
276,0.088,0.224,0.371,0.2,0.3,20.343,15.899,679,0.041
277,0.098,0.226,0.379,0.2,0.3,21.334,17.391,680,0.042
278,0.112,0.224,0.368,0.2,0.3,20.687,16.006,678,0.041
279,0.1,0.224,0.368,0.2,0.3,20.914,16.495,679,0.041
280,0.106,0.224,0.371,0.2,0.3,21.253,16.706,679,0.041
281,0.12,0.222,0.371,0.2,0.3,20.558,15.998,678,0.041
282,0.096,0.23,0.373,0.2,0.3,20.736,17.499,680,0.041
283,0.11,0.222,0.373,0.2,0.3,20.62,16.199,680,0.041
284,0.098,0.228,0.376,0.2,0.3,21.127,16.695,679,0.041
285,0.098,0.224,0.373,0.2,0.3,21.218,16.698,679,0.043
286,0.104,0.224,0.373,0.2,0.3,20.634,16.198,680,0.043
287,0.091,0.228,0.371,0.2,0.3,21.665,16.899,680,0.041
288,0.1,0.23,0.379,0.2,0.3,21.739,16.934,680,0.041
289,0.104,0.224,0.373,0.2,0.3,20.987,16.672,678,0.041
290,0.106,0.226,0.371,0.2,0.3,21.253,16.706,680,0.043
291,0.091,0.23,0.379,0.2,0.3,21.334,17.391,680,0.041
292,0.118,0.224,0.371,0.2,0.3,20.998,16.399,679,0.043
293,0.118,0.222,0.373,0.2,0.3,20.53,16.393,679,0.043
294,0.114,0.222,0.368,0.2,0.3,20.742,16.465,680,0.041
295,0.112,0.224,0.371,0.2,0.3,20.672,16.293,679,0.045
296,0.118,0.22,0.373,0.2,0.3,20.62,16.199,680,0.041
297,0.092,0.226,0.376,0.2,0.3,20.457,17.423,680,0.041
298,0.108,0.227,0.373,0.2,0.3,21.908,17.098,680,0.041
299,0.107,0.222,0.373,0.2,0.3,21.01,16.594,679,0.041
300,0.1,0.232,0.376,0.2,0.3,20.914,17.101,679,0.041
301,0.098,0.232,0.376,0.2,0.3,21.001,17.007,679,0.042
302,0.1,0.23,0.373,0.2,0.3,21.031,17.078,680,0.043
303,0.098,0.232,0.371,0.2,0.3,21.098,17.071,679,0.043
304,0.094,0.228,0.376,0.2,0.3,21.099,17.096,679,0.044
305,0.096,0.232,0.379,0.2,0.3,20.958,17.042,679,0.045
306,0.09,0.228,0.379,0.2,0.3,21.094,17.099,679,0.041
307,0.094,0.228,0.376,0.2,0.3,21.083,17.099,679,0.041
308,0.091,0.23,0.373,0.2,0.3,21.078,17.099,680,0.043
309,0.094,0.232,0.379,0.2,0.3,21.001,17.143,679,0.044
310,0.092,0.228,0.376,0.2,0.3,21.099,17.068,679,0.043
311,0.096,0.229,0.376,0.2,0.3,20.793,17.101,680,0.041
312,0.1,0.23,0.373,0.2,0.3,20.745,17.102,680,0.041
313,0.094,0.232,0.371,0.2,0.3,21.099,17.081,680,0.044
314,0.088,0.224,0.368,0.2,0.3,21.001,17.134,679,0.041
315,0.093,0.228,0.373,0.2,0.3,21.12,17.083,680,0.043
316,0.09,0.232,0.373,0.2,0.3,21.096,17.091,679,0.042
317,0.106,0.232,0.376,0.2,0.3,21.099,17.098,679,0.043
318,0.094,0.234,0.368,0.2,0.3,21.002,17.106,679,0.045
319,0.094,0.23,0.373,0.2,0.3,21.007,17.003,679,0.041
320,0.094,0.226,0.376,0.2,0.3,20.793,17.101,679,0.041
321,0.094,0.228,0.371,0.2,0.3,21.102,17.099,679,0.044
322,0.098,0.232,0.368,0.2,0.3,21.099,17.099,678,0.041
323,0.096,0.23,0.376,0.2,0.3,21.001,17.191,679,0.045
324,0.098,0.232,0.379,0.2,0.3,21.005,17.083,680,0.041
325,0.094,0.232,0.376,0.2,0.3,21.001,17.007,679,0.042
326,0.096,0.226,0.365,0.2,0.3,21.001,17.191,679,0.042
327,0.094,0.23,0.376,0.2,0.3,21.007,17.003,680,0.043
328,0.096,0.23,0.373,0.2,0.3,21.099,17.096,679,0.043
329,0.093,0.229,0.376,0.2,0.3,21.078,17.099,679,0.043
330,0.101,0.229,0.381,0.2,0.3,20.914,17.101,680,0.041
331,0.096,0.232,0.373,0.2,0.3,20.923,17.091,679,0.043
332,0.091,0.23,0.373,0.2,0.3,21.099,17.098,680,0.044
333,0.096,0.23,0.373,0.2,0.3,20.793,17.101,680,0.041
334,0.094,0.228,0.371,0.2,0.3,21.096,17.091,679,0.045
335,0.094,0.23,0.373,0.2,0.3,21.096,17.091,679,0.041
336,0.096,0.23,0.376,0.2,0.3,21.095,17.008,680,0.043
337,0.096,0.23,0.373,0.2,0.3,21.001,17.143,679,0.043
338,0.096,0.229,0.371,0.2,0.3,21.066,17.002,680,0.044
339,0.099,0.23,0.376,0.2,0.3,20.793,17.101,680,0.041
340,0.104,0.229,0.379,0.2,0.3,20.905,17.098,679,0.041
341,0.094,0.23,0.379,0.2,0.3,20.905,17.098,680,0.043
342,0.099,0.226,0.376,0.2,0.3,21.004,17.065,679,0.041
343,0.091,0.232,0.373,0.2,0.3,21.012,17.099,679,0.045
344,0.091,0.228,0.379,0.2,0.3,21.002,17.106,679,0.041
345,0.092,0.228,0.376,0.2,0.3,20.923,17.091,679,0.041
346,0.094,0.234,0.379,0.2,0.3,21.099,17.081,679,0.041
347,0.098,0.228,0.376,0.2,0.3,21.066,17.002,679,0.043
348,0.094,0.228,0.373,0.2,0.3,21.099,17.096,679,0.044
349,0.09,0.23,0.368,0.2,0.3,21.001,17.143,679,0.042
350,0.092,0.224,0.373,0.2,0.3,20.298,18.706,679,0.043
351,0.083,0.222,0.37,0.2,0.3,20.01,18.205,677,0.043
352,0.114,0.222,0.376,0.2,0.3,20.115,18.113,680,0.043
353,0.092,0.222,0.365,0.2,0.3,20.081,18.597,679,0.043
354,0.092,0.229,0.373,0.2,0.3,20.606,18.893,677,0.044
355,0.093,0.227,0.376,0.2,0.3,20.064,18.588,679,0.043
356,0.101,0.226,0.371,0.2,0.3,20.064,18.588,678,0.044
357,0.092,0.232,0.373,0.2,0.3,20.996,18.999,679,0.044
358,0.094,0.228,0.376,0.2,0.3,20.855,18.999,679,0.044
359,0.091,0.226,0.371,0.2,0.3,20.692,18.999,679,0.045
360,0.112,0.222,0.365,0.2,0.3,20.229,18.021,680,0.041
361,0.091,0.228,0.371,0.2,0.3,20.949,19.006,680,0.044
362,0.091,0.229,0.376,0.2,0.3,20.881,19.098,679,0.043
363,0.088,0.228,0.376,0.2,0.3,20.616,18.898,680,0.041
364,0.09,0.226,0.371,0.2,0.3,20.881,19.098,680,0.043
365,0.092,0.226,0.373,0.2,0.3,20.855,19.134,679,0.041
366,0.094,0.232,0.373,0.2,0.3,20.907,19.065,679,0.043
367,0.094,0.23,0.373,0.2,0.3,20.546,18.842,679,0.043
368,0.1,0.228,0.371,0.2,0.3,19.946,18.514,679,0.045
369,0.092,0.23,0.379,0.2,0.3,20.907,19.065,680,0.043
370,0.084,0.222,0.371,0.2,0.3,19.967,18.286,680,0.043
371,0.088,0.232,0.368,0.2,0.3,20.98,18.999,679,0.045
372,0.096,0.235,0.379,0.2,0.3,20.903,19.095,679,0.043
373,0.086,0.229,0.368,0.2,0.3,19.71,18.299,678,0.043
374,0.086,0.226,0.373,0.2,0.3,20.299,18.772,680,0.045
375,0.094,0.228,0.371,0.2,0.3,20.298,18.706,678,0.044
376,0.092,0.229,0.371,0.2,0.3,20.064,18.588,678,0.043
377,0.106,0.222,0.368,0.2,0.3,19.806,18.299,680,0.045
378,0.088,0.226,0.373,0.2,0.3,20.606,18.893,681,0.043
379,0.09,0.23,0.379,0.2,0.3,20.881,19.098,679,0.042
380,0.092,0.232,0.379,0.2,0.3,20.176,18.621,679,0.042
381,0.09,0.23,0.373,0.2,0.3,19.779,18.39,679,0.041
382,0.091,0.226,0.368,0.2,0.3,19.897,18.494,679,0.042
383,0.093,0.232,0.373,0.2,0.3,20.596,18.993,680,0.044
